height,weight,age,gender,handicap,head_speed,ball_speed,launch_angle,recommended_driver_loft,recommended_shaft_flex
174.96714153011231,85.99033154879004,47,female,16.16539564548453,50.91072498012899,75.64051481512514,13.980165093972039,10.717197284261328,X
168.61735698828815,78.86950524369153,48,female,8.54922804308127,40.88948521211615,59.596675116186915,14.806822058576763,11.33851288094245,R
176.47688538100692,65.89445554880261,55,female,1.786117440198148,56.3783866847102,83.35744645083582,10.289080339666516,9.451467203538888,X
185.23029856408024,55.295948334416394,28,male,26.08553832651464,51.76114800704572,79.10972278019568,13.123578191946024,11.12816211562116,X
167.65846625276663,75.47334970420386,52,male,4.0173479984609095,33.37771399587584,50.788621284099264,10.513296510695778,11.86309600033546,A
167.6586304305082,70.90228078132624,25,female,21.89950200027978,42.23334103218488,65.2862168758304,15.663768531859631,11.871640996795502,R
185.79212815507393,78.42789830041599,20,female,10.117791006008009,56.59141085880425,85.60908845328055,8.267388579484031,9.846748464419976,X
177.6743472915291,74.52757702522955,31,male,6.245857812780793,31.41590105092137,43.90151265003361,12.63834275066364,12.170702785546903,A
165.30525614065047,80.74329072979003,30,female,13.671054825095428,58.84249858926148,92.49257755250981,9.33202837639612,9.799302882328623,X
175.42560043585965,56.97147182659148,62,male,28.85204794402633,50.374877049586885,76.31265360249728,13.69776164141727,11.405114692242627,X
165.36582307187538,84.76091098451488,49,male,14.115368768564617,48.941279329301295,74.4412621027284,9.407122267349298,10.811640505498103,S
165.34270246429742,67.963994070386,51,male,27.027707371598005,38.116777694639744,56.42149118296649,9.88306609518686,12.539707599115925,A
172.41962271566035,96.12891308937898,62,female,4.517506684769424,37.463753662175314,58.42198707986439,11.954966488366065,11.47949996802094,A
150.86719755342202,54.66218272865648,36,female,27.81977110794285,58.261746584657864,85.20640475578655,15.318679599975024,10.564813896931355,X
152.75082167486968,91.03945704747875,55,male,8.529599696639352,38.94817362702368,59.641918595862506,9.693714977183767,11.5316626221296,A
164.37712470759027,67.96866175193972,33,female,24.38615267599942,53.26515890156998,75.7384717878609,9.153920168944829,10.892791743642974,X
159.87168879665577,55.22872994578327,19,male,20.36813597427587,41.79365394621237,64.04489796201892,14.071814654832245,11.839041404092555,R
173.14247332595275,57.741712489185176,57,male,33.44920981962075,34.17762212354112,49.10733236203282,12.004956258671449,13.254698278626925,A
160.91975924478788,60.1947903770852,34,male,13.943610647111305,30.321458930860768,46.0361774371454,15.294280899054172,12.66503463926949,A
155.87696298664707,71.36248919602875,51,male,2.381946798039856,46.32772011045752,72.20626109917863,9.172916457278738,10.48632532885624,S
184.65648768921554,72.8425323205325,59,female,0.6895974798451046,59.27336455646798,90.55548158370286,13.167423144184315,9.107143418345457,X
167.74223699513465,56.394499940921314,33,male,29.766908195019113,41.07408581427613,64.05989206164932,9.863033169214521,12.380936828323343,R
170.67528204687923,64.63468111608526,55,male,18.890482955811557,40.71577001979134,63.315351916982635,9.254083429213114,11.872947145811443,R
155.75251813786542,97.13405537917795,19,female,27.908785866058174,40.322748535483264,59.435557317405134,13.467435321258165,12.363164439754582,R
164.55617275474816,90.91314755151066,19,male,8.439321600414528,45.61631511914575,69.62113302633433,12.749476959269867,10.860334568106152,S
171.10922589709867,71.54485504511048,43,male,12.423014838476414,43.2199465027288,61.38008596220958,14.03861966689865,11.29915609165094,R
158.49006422577696,65.570052172523,30,female,1.0837393996074818,56.39743880181044,83.22228536682715,10.475700611569458,9.414443089799331,X
173.75698018345673,66.80046990077392,64,female,34.61372368466804,45.16562375170471,70.53374540412516,11.583773251057519,12.214123809062931,S
163.99361310081196,74.20276959095625,48,female,24.043244641229283,45.23273514565706,67.07902911363315,11.243773410643348,11.67888871749576,S
167.08306250206724,49.658111522023916,51,male,33.59538315933502,34.1511478416167,47.49071798908356,15.872715711732113,13.264654373805081,A
163.98293387770602,61.139351938649824,56,female,9.557870667446604,59.48218622731158,93.25067717563007,10.337991653915104,9.529674910641173,X
188.52278184508938,39.97123889183616,20,female,22.01269000412379,37.49918672606489,57.37328065543678,10.358537906774135,12.3507158275997,A
169.86502775262065,70.98834683907918,25,male,24.42599885853496,32.20092202378808,49.8303394762937,10.836385670628859,13.00120774054794,A
159.42289071044098,74.70793909554112,40,male,11.431789209273184,49.89438746925626,72.8806421340406,12.516752650322573,10.582150713538034,S
178.2254491210319,57.75220306550939,31,male,30.531932460562683,47.86099110470618,72.359599798119,10.018581954109962,11.740497512557516,S
157.79156350028978,88.6098014493505,44,male,34.09781266440892,42.45436961978237,64.19670437145194,15.322319523034192,12.459453671242208,R
172.08863595004755,46.61351505496488,46,male,31.854784237056155,42.66576701642034,62.35568081138315,10.125484518930108,12.326162510210773,R
150.40329876120225,43.0343767968527,56,female,26.60641113381741,53.55191763139294,79.98823707604309,15.166525852481557,10.975128793551576,X
156.7181395110157,68.36677727839958,56,female,9.988728470098344,35.87137920298947,50.806133378918176,8.827800509172677,11.912298503205971,A
171.96861235869125,80.70647453918232,18,female,10.138177515802742,54.60759956834669,81.21798028676803,13.252501619197218,10.046148918955467,X
177.3846657999541,90.25891537186803,34,male,34.68097153605736,49.462413416850545,76.14131263979546,15.255884147505949,11.787807235117814,S
